breed_name,species,alt_names,origin_country,height,weight,life_span,personality_traits,description,adaptability,affection_level,child_friendly,dog_friendly,energy_level,grooming,health_issues,intelligence,shedding_level,social_needs,stranger_friendly,vocalisation,hypoallergenic,wikipedia_url,senior_friendly,urban_friendly,family_compatibility_score,social_environment_score,child_friendly_norm,stranger_friendly_norm,dog_friendly_norm,energy_level_norm,vocalisation_norm,affection_level_norm,intelligence_norm,adaptability_norm,senior_friendly_norm,urban_friendly_norm,senior_friendly_label,urban_friendly_label,family_compatibility_label,social_environment_label,breed_cluster,recommendation,recommendation_confidence,multi_cluster_membership,persona_match,persona_explainability_text,heat_tolerance,cold_tolerance,humidity_tolerance,all_weather_adaptability,recommended_climate_types,dietary_sensitivity_level,common_food_allergies,digestion_robustness,obesity_prone,recommended_diet_type,climate_data_source,diet_data_source,guardian_note,Avg monthly_food_cost_inr,Avg exercise_minutes_daily,Avg grooming_hours_monthly,Avg social_interaction_hours_daily,Avg total_daily_time_hours,Avg professional_grooming_cost_monthly,Avg vet_cost_monthly_avg,Avg total_monthly_cost_inr
Small Munsterlander Pointer,Dog,,Germany,50-56 cm,18-27 kg,12-14 years,"Versatile, Trainable, Intelligent, Loyal, Friendly",A German pointing dog for bird hunting.,3,5,5,5,4,3,5,5,3,5,4,3,0,https://en.wikipedia.org/wiki/Small_M%C3%BCnsterl%C3%A4nder,3.2,3.6,84,82,1,0.75,1,0.75,0.5,1,1,0.5,0.513513514,0.615384615,Good,Good,Excellent,Excellent,Family Dog,Best for families with children; Great for active owners,82,"Family Dog, Active / Outdoor Dog",Family with young children; Active outdoor enthusiast,"High child-friendliness, affection, and balanced temperament support safe and positive interactions with children. High energy levels and strong adaptability make this breed well-suited for hiking, running, and outdoor activities.",3,3,3,60,Temperate,1,Minimal (Sporting breeds generally robust),3,Medium,"High-protein, Performance diet",archetype,archetype,"?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. Note: High social needs - prone to separation anxiety if left alone frequently. Requires family that can provide significant companionship time.",5300,75,5.5,6,8,800,500,7300
Soft Coated Wheaten Terrier,Dog,Wheaten,Ireland,43-48 cm,14-20 kg,12-14 years,"Playful, Affectionate, Energetic, Intelligent, Loyal",An Irish terrier with soft wheaten-colored coat.,3.4,5,5,5,4,3,4,4,2,5,5,3,0,https://en.wikipedia.org/wiki/Soft-coated_Wheaten_Terrier,3.2,3.6,88,85.2,1,1,1,0.75,0.5,1,0.75,0.6,0.513513514,0.615384615,Good,Good,Excellent,Excellent,Family Dog,Best for families with children; Great for active owners,84,"Family Dog, Active / Outdoor Dog",Family with young children; Active outdoor enthusiast,"High child-friendliness, affection, and balanced temperament support safe and positive interactions with children. High energy levels and strong adaptability make this breed well-suited for hiking, running, and outdoor activities.",3,3,3,60,Temperate,2,Minimal (Terriers generally hardy),3,Medium,"Balanced, Active formula",archetype,archetype,"?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. Note: High social needs - prone to separation anxiety if left alone frequently. Requires family that can provide significant companionship time.",4000,75,4.5,6,8,800,800,6200
Spanish Mastiff,Dog,,Spain,72-88 cm,52-100 kg,10-11 years,"Noble, Affectionate, Self-assured, Intelligent, Calm",A very large Spanish livestock guardian dog.,2.6,4,4,2,3,3,4,4,3,3.33,2,1,0,https://en.wikipedia.org/wiki/Spanish_Mastiff,3.9,3.4,68,58.8,0.75,0.25,0.25,0.5,0,0.75,0.75,0.4,0.702702703,0.538461538,Good,Good,Good,Moderate,Balanced / General Companion,Good as a guard or alert dog,80,Guard / Watch Dog,Security-conscious owner,Lower stranger tolerance and higher alertness provide natural guarding and watch-dog behavior.,3,3,3,60,Temperate,2,Minimal (Working breeds generally robust),3,Medium,"High-protein, Large-breed formula",archetype,archetype,"?? Giant breed considerations: Shorter lifespan (7-10 years typical), high food costs, requires controlled growth diet as puppy to prevent joint issues, prone to bloat (feed multiple small meals), needs large living space. ?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. ?? Guardian/protective breed: Requires experienced owner, early socialization, and consistent training. Can be territorial and protective of family. Liability insurance recommended. Not suitable for first-time dog owners.",18000,45,5.5,4.5,6,1600,800,22400
Spinone Italiano,Dog,Italian Spinone,Italy,58-70 cm,29-39 kg,10-12 years,"Docile, Friendly, Patient, Gentle, Loyal",A large Italian pointing dog with rough coat.,3.8,5,5,5,4,2,3,4,3,5,5,2,0,https://en.wikipedia.org/wiki/Spinone_Italiano,3.5,3.9,88,89.4,1,1,1,0.75,0.25,1,0.75,0.7,0.594594595,0.730769231,Good,Good,Excellent,Excellent,Family Dog,Best for families with children; Great for active owners,84,"Family Dog, City / Apartment Dog, Active / Outdoor Dog",Family with young children; Active outdoor enthusiast,"High child-friendliness, affection, and balanced temperament support safe and positive interactions with children. High energy levels and strong adaptability make this breed well-suited for hiking, running, and outdoor activities.",3,3,3,60,Temperate,2,Minimal (Generally robust),3,Medium,Balanced,archetype,archetype,Note: High social needs - prone to separation anxiety if left alone frequently. Requires family that can provide significant companionship time.,8000,75,8.5,6,8,2600,1200,13000
Springador,Dog,,United States,46-56 cm,18-27 kg,10-15 years,"Friendly, Energetic, Playful, Intelligent, Affectionate",A cross between English Springer Spaniel and Labrador.,2.8,4,3,3,4,4,4,5,1,3.33,3,3,0,https://en.wikipedia.org/wiki/Dog_crossbreed,2.9,3.3,61,67.4,0.5,0.5,0.5,0.75,0.5,0.75,1,0.45,0.432432432,0.5,Moderate,Good,Good,Good,Active / Outdoor Dog,Great for active owners,80,Active / Outdoor Dog,Active outdoor enthusiast,"High energy levels and strong adaptability make this breed well-suited for hiking, running, and outdoor activities.",3,3,3,60,Temperate,3,Minimal (Generally robust),3,Medium,Balanced,archetype,archetype,"?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. ?? High grooming maintenance: Requires professional grooming every 4-8 weeks plus regular at-home grooming. Factor in ongoing grooming costs (?1,500-3,000/month). Coat mats easily if neglected.",5300,75,2.5,4.5,6.5,200,800,6900
Stabyhoun,Dog,,Netherlands,49-53 cm,18-25 kg,13-14 years,"Calm, Intelligent, Loyal, Gentle, Peaceful",A rare Dutch pointing and retrieving dog.,2.8,5,5,4,3,3,5,5,3,4.67,3,3,0,https://en.wikipedia.org/wiki/Stabyhoun,3.6,3.5,84,71.4,1,0.5,0.75,0.5,0.5,1,1,0.45,0.621621622,0.576923077,Good,Good,Excellent,Good,Family Dog,Best for families with children,84,Family Dog,Family with young children,"High child-friendliness, affection, and balanced temperament support safe and positive interactions with children.",3,3,3,60,Temperate,3,Minimal (Generally robust),3,Medium,Balanced,archetype,archetype,"?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. Note: High social needs - prone to separation anxiety if left alone frequently. Requires family that can provide significant companionship time.",5100,45,5.5,6,7.5,800,500,7000
Staffordshire Bull Terrier,Dog,Staffy,United Kingdom,36-41 cm,11-17 kg,12-14 years,"Reliable, Fearless, Bold, Affectionate, Intelligent",A medium-sized English terrier with muscular build.,2.6,5,5,1,3,5,3,3,3,3.67,5,3,0,https://en.wikipedia.org/wiki/Staffordshire_Bull_Terrier,3.6,3.6,92,62.8,1,1,0,0.5,0.5,1,0.5,0.4,0.621621622,0.615384615,Good,Good,Excellent,Good,Family Dog,Best for families with children,92,Family Dog,Family with young children,"High child-friendliness, affection, and balanced temperament support safe and positive interactions with children.",3,3,3,60,Temperate,4,"Chicken, wheat, corn, dairy",3,High,"Small kibble, Easily digestible",archetype,archetype,"?? High grooming maintenance: Requires professional grooming every 4-8 weeks plus regular at-home grooming. Factor in ongoing grooming costs (?1,500-3,000/month). Coat mats easily if neglected.",3300,45,1.5,6,7.5,0,1200,5000
Staffy Bull Bullmastiff,Dog,,United States,43-69 cm,23-64 kg,10-14 years,"Loyal, Protective, Affectionate, Confident, Alert",A cross between Staffordshire Bull Terrier and Bullmastiff.,2.6,5,4,1,1,4,3,3,3,3.33,1,1,0,https://en.wikipedia.org/wiki/Dog_crossbreed,5,3.3,77,44.8,0.75,0,0,0,0,1,0.5,0.4,1,0.5,Excellent,Good,Good,Moderate,Family Dog,Ideal for seniors or calm households; Good as a guard or alert dog,100,"Family Dog, Guard / Watch Dog",Senior or retired owner; Security-conscious owner,"Lower energy needs, gentle behavior, and manageable vocalisation suit quieter households and senior owners. Lower stranger tolerance and higher alertness provide natural guarding and watch-dog behavior.",3,3,3,60,Temperate,2,Minimal (Working breeds generally robust),3,Medium,"High-protein, Large-breed formula",archetype,archetype,"?? High grooming maintenance: Requires professional grooming every 4-8 weeks plus regular at-home grooming. Factor in ongoing grooming costs (?1,500-3,000/month). Coat mats easily if neglected. ?? Guardian/protective breed: Requires experienced owner, early socialization, and consistent training. Can be territorial and protective of family. Liability insurance recommended. Not suitable for first-time dog owners.",10300,20,3,6,7,200,1200,12900
Standard Schnauzer,Dog,,Germany,44-50 cm,14-20 kg,13-16 years,"Playful, Intelligent, Good-natured, Spirited, Trainable",The original schnauzer breed from Germany.,3.2,4,4,3,5,2,5,5,1,3.67,2,2,0,https://en.wikipedia.org/wiki/Standard_Schnauzer,2.8,3.1,60,65.6,0.75,0.25,0.5,1,0.25,0.75,1,0.55,0.405405405,0.423076923,Moderate,Moderate,Good,Good,Active / Outdoor Dog,Great for active owners; Good as a guard or alert dog,90,"Guard / Watch Dog, Active / Outdoor Dog",Active outdoor enthusiast; Security-conscious owner,"High energy levels and strong adaptability make this breed well-suited for hiking, running, and outdoor activities. Lower stranger tolerance and higher alertness provide natural guarding and watch-dog behavior.",3,3,3,60,Temperate,3,Minimal (Generally robust),3,Low,Balanced,archetype,archetype,Needs large open space; not ideal for small flats.,4000,120,6,4.5,7,1900,500,7000
Sussex Spaniel,Dog,,United Kingdom,33-38 cm,16-20 kg,11-15 years,"Calm, Friendly, Cheerful, Clownish, Even Tempered",A rare English spaniel with golden liver coat.,4.2,5,5,5,2,4,4,5,3,5,5,4,0,https://en.wikipedia.org/wiki/Sussex_Spaniel,3.7,4,96,88.6,1,1,1,0.25,0.75,1,1,0.8,0.648648649,0.769230769,Good,Good,Excellent,Excellent,Family Dog,Best for families with children; Well-suited for city living,88,"Family Dog, City / Apartment Dog",Young professional in apartment; Family with young children,"Calm energy, good adaptability, and low vocalisation make this breed suitable for apartment living and busy urban lifestyles. High child-friendliness, affection, and balanced temperament support safe and positive interactions with children.",3,3,3,60,Temperate,1,Minimal (Sporting breeds generally robust),3,Medium,"High-protein, Performance diet",archetype,archetype,"?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. ?? High grooming maintenance: Requires professional grooming every 4-8 weeks plus regular at-home grooming. Factor in ongoing grooming costs (?1,500-3,000/month). Coat mats easily if neglected. Note: High social needs - prone to separation anxiety if left alone frequently. Requires family that can provide significant companionship time.",4300,30,3,6,7,200,800,5800
Swedish Lapphund,Dog,,Sweden,40-51 cm,13-20 kg,12-13 years,"Alert, Courageous, Calm, Faithful, Keen",A Swedish spitz-type herding dog.,3,4,4,4,3,2,3,5,4,4,4,4,0,https://en.wikipedia.org/wiki/Swedish_Lapphund,3,3.6,76,75,0.75,0.75,0.75,0.5,0.75,0.75,1,0.5,0.459459459,0.615384615,Moderate,Good,Good,Good,Family Dog,Best for general companionship,75,Family Dog,General pet owner,Balanced temperament and moderate social traits make this breed suitable for a wide range of owners.,3,3,3,60,Temperate,2,Minimal (Generally robust),3,Medium,Balanced,archetype,archetype,Note: High social needs - prone to separation anxiety if left alone frequently. Requires family that can provide significant companionship time.,3900,45,10,4.5,6,1900,1200,7700
Swedish Vallhund,Dog,Swedish Cattle Dog,Sweden,29-35 cm,9-14 kg,12-15 years,"Fearless, Alert, Energetic, Friendly, Watchful",A small Swedish herding dog with short legs.,2.8,5,4,3,5,5,4,5,4,4,5,1,0,https://en.wikipedia.org/wiki/Swedish_Vallhund,3.4,4.2,77,85.4,0.75,1,0.5,1,0,1,1,0.45,0.567567568,0.846153846,Good,Excellent,Good,Excellent,Family Dog,Well-suited for city living; Great for active owners,92,"Family Dog, City / Apartment Dog, Active / Outdoor Dog",Active outdoor enthusiast,"High energy levels and strong adaptability make this breed well-suited for hiking, running, and outdoor activities.",3,3,3,60,Temperate,3,Minimal (Generally robust),3,Low,Balanced,archetype,archetype,Needs large open space; not ideal for small flats.,2700,120,2,6,8.5,0,800,3800
Taiwan Dog,Dog,,Taiwan,43-52 cm,12-18 kg,9-13 years,"Loyal, Courageous, Agile, Alert, Fearless",Taiwan's native hunting and guarding dog.,2.8,4,3,4,4,4,4,4,3,3.67,2,3,0,https://en.wikipedia.org/wiki/Taiwan_Dog,2.9,2.8,57,61.4,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.45,0.432432432,0.307692308,Moderate,Moderate,Moderate,Good,Balanced / General Companion,Great for active owners; Good as a guard or alert dog,80,"Guard / Watch Dog, Active / Outdoor Dog",Security-conscious owner,Lower stranger tolerance and higher alertness provide natural guarding and watch-dog behavior.,3,3,3,60,Temperate,3,Minimal (Generally robust),3,Medium,Balanced,archetype,archetype,"?? Health considerations: Breed prone to multiple health issues. Recommended: pre-purchase health screening, genetic testing where available, pet insurance, regular veterinary check-ups. Higher than average veterinary costs expected. ?? High grooming maintenance: Requires professional grooming every 4-8 weeks plus regular at-home grooming. Factor in ongoing grooming costs (?1,500-3,000/month). Coat mats easily if neglected.",3500,75,3,4.5,6.5,200,800,5000
Taji (Tazi),Dog,"Tazi, Indian Tazi",India,58-71 cm,20-30 kg,10-12 years,"Independent, Intelligent, Athletic, Reserved, Loyal","The Taji is a rare sighthound used for hunting various game including fox, gazelle, and antelope. They are athletic, independent, and built for speed and endurance in harsh terrain.",2,3,3,3,5,1,1,4,2,3,2,2,0,https://en.wikipedia.org/wiki/Indian_dog_breeds,2.5,2.8,48,58,0.5,0.25,0.5,1,0.25,0.5,0.75,0.25,0.324324324,0.307692308,Moderate,Moderate,Moderate,Moderate,Balanced / General Companion,Great for active owners; Good as a guard or alert dog,90,"Guard / Watch Dog, Active / Outdoor Dog",Security-conscious owner,Lower stranger tolerance and higher alertness provide natural guarding and watch-dog behavior.,3,3,3,60,Temperate,2,Minimal (Generally robust),3,Low,Balanced,archetype,archetype,Needs large open space; not ideal for small flats.,5900,120,11,3,6,5500,3000,15800
Tangkhul Hui,Dog,Tangkhul Dog,India,50-60 cm,20-30 kg,10-12 years,"Brave, Loyal, Protective, Alert, Hardy","The Tangkhul Hui is a hunting and guard dog from Manipur, used for boar and big game hunting. They are brave, loyal, and well-adapted to the northeastern hilly terrain.",2,4,3,3,4,2,2,4,3,3,2,3,0,https://en.wikipedia.org/wiki/Indian_dog_breeds,2.9,2.8,57,55,0.5,0.25,0.5,0.75,0.5,0.75,0.75,0.25,0.432432432,0.307692308,Moderate,Moderate,Moderate,Moderate,Balanced / General Companion,Great for active owners; Good as a guard or alert dog,80,"Guard / Watch Dog, Active / Outdoor Dog",Security-conscious owner,Lower stranger tolerance and higher alertness provide natural guarding and watch-dog behavior.,3,3,3,60,Temperate,2,Minimal (Generally robust),3,Medium,Balanced,archetype,archetype,?? Rare Indian mountain dog: From Manipur region. Bred for guarding and hunting. Protective nature. Requires experienced owner. Adapted to cold mountain climate. Limited health data available. Not suitable for apartment living. Better suited to rural or working environments.,5900,75,8.5,4.5,6.5,2200,2000,11100
